semilla,cadencia,turno,casa,prestigio,poblacion,comarcas,maravedis,pan,lana,sal,hierro,produccion_pan,produccion_total,escasez,obras_terminadas,obras_mayores,hitos,decidio,ordenes_propuestas,sin_ordenes
1492,1,1,arrieros,34,56,1,36,69,0,0,0,12,24,0,0,0,0,1,4,0
1492,1,2,arrieros,33,52,1,25,57,0,0,0,12,17,0,0,0,0,1,2,0
1492,1,3,arrieros,32,48,1,14,28,0,0,0,12,17,0,0,0,0,1,4,0
1492,1,4,arrieros,32,48,1,14,25,0,0,0,12,16,0,0,0,0,1,0,1
1492,1,5,arrieros,45,48,1,14,26,0,0,0,16,20,0,1,0,1,1,0,1
1492,1,6,arrieros,45,48,1,26,29,0,0,0,16,32,0,0,0,1,1,5,0
1492,1,7,arrieros,46,50,1,57,32,0,0,0,16,32,0,0,0,1,1,1,0
1492,1,8,arrieros,45,46,1,59,29,0,0,0,16,34,0,0,0,1,1,1,0
1492,1,9,arrieros,45,48,1,71,33,0,0,0,16,32,0,0,0,1,1,0,1
1492,1,10,arrieros,45,46,1,62,30,0,0,0,16,32,0,0,0,1,1,3,0
1492,1,11,arrieros,44,44,1,64,46,0,0,0,32,48,0,0,0,1,1,2,0
1492,1,12,arrieros,46,50,1,82,65,0,0,0,32,48,0,0,0,1,1,1,0
1492,1,13,arrieros,45,48,1,66,76,0,0,0,32,50,0,0,0,1,1,3,0
1492,1,14,arrieros,61,50,1,83,97,0,0,0,32,48,0,0,0,2,1,1,0
1492,1,15,arrieros,61,52,1,79,113,0,0,0,32,50,0,0,0,2,1,2,0
1492,1,16,arrieros,61,54,1,80,127,0,0,0,32,50,0,0,0,2,1,2,0
1492,1,17,arrieros,62,56,1,81,91,0,0,0,20,38,0,0,0,2,1,8,0
1492,1,18,arrieros,62,58,1,72,94,0,0,0,20,38,0,0,0,2,1,2,0
1492,1,19,arrieros,66,60,1,82,95,0,0,0,20,38,0,1,0,2,1,2,0
1492,1,20,arrieros,66,60,1,82,98,0,0,0,20,46,0,0,0,2,1,6,0
1492,1,21,arrieros,66,60,1,85,99,0,0,0,20,46,0,0,0,2,1,2,0
1492,1,22,arrieros,66,60,1,88,100,0,0,0,20,46,0,0,0,2,1,2,0
1492,1,23,arrieros,66,60,1,82,94,0,0,0,12,38,0,0,0,2,1,3,0
1492,1,24,arrieros,66,60,1,113,52,0,0,0,12,32,0,0,0,2,1,9,0
1492,1,25,arrieros,66,60,1,100,48,0,0,0,12,32,0,0,0,2,1,4,0
1492,1,26,arrieros,69,60,1,106,53,0,0,0,12,32,0,0,0,2,1,3,0
1492,1,27,arrieros,69,60,1,111,56,0,0,0,12,32,0,0,0,2,1,7,0
1492,1,28,arrieros,69,60,1,104,60,0,0,0,12,32,0,0,0,2,1,4,0
1492,1,29,arrieros,69,60,1,113,68,0,0,0,16,36,0,0,0,2,1,4,0
1492,1,30,arrieros,69,60,1,120,73,0,0,0,16,42,0,0,0,2,1,4,0
1492,1,31,arrieros,69,60,1,116,78,0,0,0,16,42,0,0,0,2,1,4,0
1492,1,32,arrieros,69,60,1,118,82,0,0,0,16,42,0,0,0,2,1,4,0
1492,1,33,arrieros,70,68,1,132,86,0,0,0,16,42,0,0,0,2,1,6,0
1492,1,34,arrieros,69,64,1,120,82,0,0,0,16,42,0,0,0,2,1,5,0
1492,1,35,arrieros,69,60,1,108,95,0,0,0,32,58,0,0,0,2,1,5,0
1492,1,36,arrieros,69,60,1,116,114,0,0,0,32,58,0,0,0,2,1,3,0
1492,1,37,arrieros,69,60,1,113,126,0,0,0,32,58,0,0,0,2,1,3,0
1492,1,38,arrieros,69,60,1,121,138,0,0,0,32,58,0,0,0,2,1,3,0
1492,1,39,arrieros,69,60,1,117,149,0,0,0,32,58,0,0,0,2,1,3,0
1492,1,40,arrieros,69,60,1,114,160,0,0,0,32,58,0,0,0,2,1,3,0
1492,1,41,arrieros,69,60,1,111,121,0,0,0,20,46,0,0,0,2,1,9,0
1492,1,42,arrieros,69,60,1,117,121,0,0,0,20,46,0,0,0,2,1,3,0
1492,1,43,arrieros,72,60,1,119,121,0,0,0,20,46,0,0,0,2,1,3,0
1492,1,44,arrieros,72,60,1,124,121,0,0,0,20,46,0,0,0,2,1,7,0
1492,1,45,arrieros,72,60,1,118,121,0,0,0,20,46,0,0,0,2,1,3,0
1492,1,46,arrieros,72,60,1,123,121,0,0,0,20,46,0,0,0,2,1,3,0
1492,1,47,arrieros,72,60,1,115,114,0,0,0,12,38,0,0,0,2,1,3,0
1492,1,48,arrieros,72,60,1,112,71,0,0,0,12,32,0,0,0,2,1,9,0
1492,1,49,arrieros,72,60,1,110,66,0,0,0,12,32,0,0,0,2,1,4,0
1492,1,50,arrieros,72,60,1,103,70,0,0,0,12,32,0,0,0,2,1,4,0
1492,1,51,arrieros,72,60,1,104,74,0,0,0,12,32,0,0,0,2,1,3,0
1492,1,52,arrieros,72,60,1,105,78,0,0,0,12,32,0,0,0,2,1,3,0
1492,1,53,arrieros,75,60,1,101,85,0,0,0,16,36,0,0,0,2,1,4,0
1492,1,54,arrieros,75,60,1,118,89,0,0,0,16,42,0,0,0,2,1,8,0
1492,1,55,arrieros,75,60,1,125,92,0,0,0,16,42,0,0,0,2,1,4,0
1492,1,56,arrieros,75,60,1,116,91,0,0,0,16,42,0,0,0,2,1,3,0
1492,1,57,arrieros,75,60,1,119,89,0,0,0,16,42,0,0,0,2,1,3,0
1492,1,58,arrieros,75,60,1,113,87,0,0,0,16,42,0,0,0,2,1,4,0
1492,1,59,arrieros,75,60,1,118,101,0,0,0,32,58,0,0,0,2,1,4,0
1492,1,60,arrieros,75,60,1,115,117,0,0,0,32,58,0,0,0,2,1,3,0
1492,1,61,arrieros,75,60,1,113,129,0,0,0,32,58,0,0,0,2,1,3,0
1492,1,62,arrieros,75,60,1,119,141,0,0,0,32,58,0,0,0,2,1,3,0
1492,1,63,arrieros,76,68,1,125,152,0,0,0,32,58,0,0,0,2,1,5,0
1492,1,64,arrieros,75,64,1,107,155,0,0,0,32,58,0,0,0,2,1,4,0
1492,1,65,arrieros,75,60,1,112,128,0,0,0,20,46,0,0,0,2,1,7,0
1492,1,66,arrieros,75,60,1,122,109,0,0,0,20,46,0,0,0,2,1,6,0
1492,1,67,arrieros,78,60,1,122,110,0,0,0,20,46,0,0,0,2,1,3,0
1492,1,68,arrieros,78,60,1,124,111,0,0,0,20,46,0,0,0,2,1,5,0
1492,1,69,arrieros,78,60,1,116,112,0,0,0,20,46,0,0,0,2,1,5,0
1492,1,70,arrieros,78,60,1,119,113,0,0,0,20,46,0,0,0,2,1,3,0
1492,1,71,arrieros,78,60,1,119,106,0,0,0,12,38,0,0,0,2,1,3,0
1492,1,72,arrieros,78,60,1,112,99,0,0,0,12,32,0,0,0,2,1,3,0
1492,1,73,arrieros,78,60,1,113,93,0,0,0,12,32,0,0,0,2,1,3,0
1492,1,74,arrieros,78,60,1,111,87,0,0,0,12,32,0,0,0,2,1,3,0
1492,1,75,arrieros,78,60,1,107,81,0,0,0,12,32,0,0,0,2,1,4,0
1492,1,76,arrieros,78,60,1,113,78,0,0,0,12,32,0,0,0,2,1,3,0
1492,1,77,arrieros,78,60,1,113,85,0,0,0,16,36,0,0,0,2,1,4,0
1492,1,78,arrieros,78,60,1,114,93,0,0,0,20,46,0,0,0,2,1,4,0
1492,1,79,arrieros,78,60,1,81,61,0,0,0,20,46,0,0,0,2,1,5,0
1492,1,80,arrieros,78,60,1,85,24,0,0,0,20,46,0,1,0,2,1,3,0
1492,1,81,arrieros,126,100,2,82,32,0,0,0,20,46,0,0,0,3,1,2,0
1492,1,82,arrieros,182,130,3,71,31,0,0,0,20,54,0,0,0,4,1,3,0
1492,1,83,arrieros,183,136,3,60,40,0,0,0,40,80,0,1,0,4,1,5,0
1492,1,84,arrieros,184,142,3,67,48,0,0,0,43,83,0,1,0,4,1,2,0
1492,1,85,arrieros,185,148,3,66,62,0,0,0,51,91,0,0,0,4,1,2,0
