semilla,cadencia,turno,casa,prestigio,poblacion,comarcas,maravedis,pan,lana,sal,hierro,produccion_pan,produccion_total,escasez,obras_terminadas,obras_mayores,hitos,decidio,ordenes_propuestas,sin_ordenes
1085-3,1,138,monjes,613,952,11,132,1153,0,3,0,258,398,0,1,0,4,1,5,0
1085-3,1,139,monjes,615,961,11,125,1084,0,3,0,259,400,0,0,0,4,1,8,0
1085-3,1,140,monjes,618,976,11,150,1061,0,3,0,260,403,0,0,0,4,1,4,0
1085-3,1,141,monjes,637,1034,12,177,1035,0,3,0,260,405,0,0,0,4,1,5,0
1085-3,1,142,monjes,638,1039,12,125,997,0,3,0,262,415,0,1,0,4,1,8,0
1085-3,1,143,monjes,638,1039,12,137,857,0,3,0,157,308,0,0,0,4,1,6,0
1085-3,1,144,monjes,638,1039,12,145,711,0,3,0,157,302,0,2,0,4,1,9,0
1085-3,1,145,monjes,638,1039,12,163,597,0,3,0,172,317,0,1,0,4,1,5,0
1085-3,1,146,monjes,646,1039,12,151,458,0,3,0,180,325,0,1,0,4,1,5,0
1085-3,1,147,monjes,646,1039,12,168,365,0,3,0,180,328,0,0,0,4,1,4,0
1085-3,1,148,monjes,666,1099,13,121,274,0,3,0,180,328,0,0,0,4,1,6,0
1085-3,1,149,monjes,665,1094,13,123,244,0,3,0,261,419,0,1,0,4,1,9,0
1085-3,1,150,monjes,665,1094,13,134,220,0,3,0,261,422,0,2,0,4,1,5,0
1085-3,1,151,monjes,669,1112,13,155,213,0,3,0,280,441,0,1,0,4,1,6,0
1085-3,1,152,monjes,669,1112,13,129,180,0,3,0,251,418,0,0,0,4,1,5,0
1085-3,1,153,monjes,678,1117,14,144,151,0,3,0,251,418,0,0,0,4,1,4,0
1085-3,1,154,monjes,678,1117,14,105,89,0,1,0,251,418,0,0,0,4,1,5,0
1085-3,1,155,monjes,681,1134,14,102,249,0,1,0,446,613,0,2,0,4,1,5,0
1085-3,1,156,monjes,713,1251,15,111,407,0,1,0,462,631,0,1,0,4,1,5,0
1085-3,1,157,monjes,716,1268,15,115,539,0,1,0,473,660,0,1,0,4,1,7,0
1085-3,1,158,monjes,720,1286,15,139,682,0,1,0,499,682,0,3,0,4,1,6,0
1085-3,1,159,monjes,724,1306,15,142,842,0,0,0,529,719,0,1,0,4,1,11,0
1085-3,1,160,monjes,736,1326,15,152,1022,0,1,0,554,748,0,1,0,4,1,5,0
1085-3,1,161,monjes,740,1346,15,188,1029,0,2,0,384,578,0,1,0,4,1,7,0
1085-3,1,162,monjes,742,1358,15,176,1034,0,2,0,385,588,0,0,0,4,1,8,0
1085-3,1,163,monjes,746,1375,15,184,987,0,2,0,382,585,0,0,0,4,1,10,0
1085-3,1,164,monjes,758,1395,16,255,1027,0,2,0,383,589,0,0,0,4,1,6,0
1085-3,1,165,monjes,770,1417,16,247,982,0,2,0,384,592,0,1,0,4,1,6,0
1085-3,1,166,monjes,774,1435,16,232,967,0,2,0,385,594,0,1,0,4,1,9,0
1085-3,1,167,monjes,799,1520,17,269,802,0,2,0,225,436,0,0,0,4,1,5,0
1085-3,1,168,monjes,799,1520,17,274,607,0,2,0,225,444,0,0,0,4,1,12,0
1085-3,1,169,monjes,799,1520,17,255,430,0,2,0,225,440,0,1,0,4,1,7,0
1085-3,1,170,monjes,807,1520,17,287,262,0,2,0,225,440,0,2,0,4,1,5,0
1085-3,1,171,monjes,807,1520,17,319,113,0,2,0,236,451,0,0,0,4,1,4,0
1085-3,1,172,monjes,806,1520,17,342,4,0,2,0,236,451,1,1,0,4,1,3,0
1085-3,1,173,monjes,805,1520,17,311,7,0,2,0,341,556,1,0,0,4,1,3,0
1085-3,1,174,monjes,796,1481,17,336,7,0,2,0,341,562,1,0,0,4,1,3,0
1085-3,1,175,monjes,787,1443,17,348,7,0,2,0,338,547,1,0,0,4,1,3,0
1085-3,1,176,monjes,779,1405,17,359,7,0,2,0,336,544,1,0,0,4,1,3,0
1085-3,1,177,monjes,770,1369,17,367,7,0,2,0,335,538,1,0,0,4,1,3,0
1085-3,1,178,monjes,762,1333,17,371,7,0,2,0,334,533,1,0,0,4,1,3,0
1085-3,1,179,monjes,774,1391,17,362,269,0,2,0,598,793,0,0,0,4,1,3,0
1085-3,1,180,monjes,785,1449,17,317,498,0,0,0,601,803,0,2,0,4,1,10,0
1085-3,1,181,monjes,796,1503,17,255,670,0,0,0,603,810,0,1,0,4,1,7,0
1085-3,1,182,monjes,812,1543,18,269,901,0,2,0,606,827,0,1,0,4,1,8,0
1085-3,1,183,monjes,817,1565,18,227,1063,0,2,0,607,831,0,1,0,4,1,12,0
1085-3,1,184,monjes,829,1588,18,247,1246,0,2,0,628,856,0,2,0,4,1,7,0
1085-3,1,185,monjes,833,1609,18,269,1235,0,2,0,440,671,0,2,0,4,1,6,0
1085-3,1,186,monjes,836,1624,18,263,1189,0,2,0,455,691,0,1,0,4,1,8,0
1085-3,1,187,monjes,839,1636,18,246,1179,0,2,0,458,698,0,1,0,4,1,9,0
1085-3,1,188,monjes,866,1734,19,241,1175,0,2,0,461,703,0,1,0,4,1,6,0
1085-3,1,189,monjes,876,1742,19,227,1154,0,2,0,459,719,0,0,0,4,1,7,0
1085-3,1,190,monjes,878,1750,19,274,1133,0,2,0,462,717,0,1,0,4,1,6,0
1085-3,1,191,monjes,878,1750,19,324,935,0,2,0,278,536,0,0,0,4,1,5,0
1085-3,1,192,monjes,878,1750,19,368,733,0,2,0,278,530,0,1,0,4,1,9,0
1085-3,1,193,monjes,886,1750,19,346,553,0,2,0,278,530,0,0,0,4,1,4,0
1085-3,1,194,monjes,886,1750,19,350,339,0,2,0,278,530,0,0,0,4,1,5,0
1085-3,1,195,monjes,886,1750,19,394,170,0,2,0,278,530,0,1,0,4,1,6,0
1085-3,1,196,monjes,903,1795,20,429,13,0,1,0,278,530,0,1,0,4,1,3,0
1085-3,1,197,monjes,902,1795,20,433,7,0,1,0,400,662,1,0,0,4,1,6,0
1085-3,1,198,monjes,901,1795,20,447,4,0,2,0,400,666,1,0,0,4,1,4,0
1085-3,1,199,monjes,890,1749,20,476,4,0,3,0,400,666,1,0,0,4,1,3,0
1085-3,1,200,monjes,880,1703,20,486,7,0,3,0,396,643,1,0,0,4,1,3,0
1085-3,1,1,salineros,25,46,1,21,67,0,9,0,9,30,0,0,0,0,1,4,0
1085-3,1,2,salineros,24,42,1,1,53,0,18,0,9,24,0,0,0,0,1,2,0
1085-3,1,3,salineros,24,42,1,1,36,0,28,0,9,24,0,0,0,0,1,5,0
1085-3,1,4,salineros,24,42,1,1,33,0,38,0,9,24,0,0,0,0,1,0,1
1085-3,1,5,salineros,42,44,1,1,33,0,48,0,12,27,0,1,0,1,1,0,1
1085-3,1,6,salineros,43,46,1,5,34,0,69,0,12,42,0,0,0,1,1,0,1
1085-3,1,7,salineros,43,48,1,9,35,0,90,0,12,42,0,0,0,1,1,0,1
1085-3,1,8,salineros,44,50,1,13,35,0,110,0,12,41,0,0,0,1,1,0,1
1085-3,1,9,salineros,44,52,1,19,39,0,130,0,16,47,0,0,0,1,1,0,1
1085-3,1,10,salineros,44,54,1,5,42,0,149,0,16,46,0,0,0,1,1,0,1
1085-3,1,11,salineros,45,56,1,11,59,0,167,0,32,62,0,0,0,1,1,0,1
1085-3,1,12,salineros,45,58,1,17,75,0,184,0,32,61,0,1,0,1,1,0,1
1085-3,1,13,salineros,46,60,1,31,93,0,191,0,32,69,0,0,0,1,1,3,0
1085-3,1,14,salineros,60,58,1,118,100,0,197,0,32,70,0,0,0,2,1,3,0
1085-3,1,15,salineros,60,56,1,156,90,0,207,0,25,61,0,0,0,2,1,9,0
