semilla,cadencia,turno,casa,prestigio,poblacion,comarcas,maravedis,pan,lana,sal,hierro,produccion_pan,produccion_total,escasez,obras_terminadas,obras_mayores,hitos,decidio,ordenes_propuestas,sin_ordenes
1492-3,1,31,hortelanos,195,73,1,101,330,0,0,0,43,65,0,0,0,2,1,3,0
1492-3,1,32,hortelanos,195,73,1,102,335,0,0,0,43,65,0,0,0,2,1,3,0
1492-3,1,33,hortelanos,195,73,1,103,340,0,0,0,43,65,0,0,0,2,1,3,0
1492-3,1,34,hortelanos,195,73,1,104,345,0,0,0,43,65,0,0,0,2,1,3,0
1492-3,1,35,hortelanos,195,73,1,104,350,0,0,0,43,65,0,0,0,2,1,3,0
1492-3,1,36,hortelanos,195,73,1,104,354,0,0,0,43,65,0,0,0,2,1,3,0
1492-3,1,37,hortelanos,195,73,1,104,358,0,0,0,43,65,0,0,0,2,1,3,0
1492-3,1,38,hortelanos,195,73,1,104,362,0,0,0,43,65,0,0,0,2,1,3,0
1492-3,1,39,hortelanos,195,73,1,104,366,0,0,0,43,65,0,0,0,2,1,3,0
1492-3,1,40,hortelanos,195,73,1,105,370,0,0,0,43,65,0,0,0,2,1,3,0
1492-3,1,41,hortelanos,195,73,1,106,363,0,0,0,43,65,0,0,0,2,1,8,0
1492-3,1,42,hortelanos,195,73,1,107,355,0,0,0,43,65,0,0,0,2,1,8,0
1492-3,1,43,hortelanos,203,73,1,107,359,0,0,0,43,65,0,0,0,2,1,3,0
1492-3,1,44,hortelanos,203,73,1,107,363,0,0,0,43,65,0,0,0,2,1,3,0
1492-3,1,45,hortelanos,203,73,1,107,367,0,0,0,43,65,0,0,0,2,1,3,0
1492-3,1,46,hortelanos,203,73,1,106,359,0,0,0,43,65,0,0,0,2,1,8,0
1492-3,1,47,hortelanos,203,73,1,76,325,0,0,0,43,65,0,0,0,2,1,4,0
1492-3,1,48,hortelanos,203,73,1,99,327,0,0,0,43,58,0,0,0,2,1,3,0
1492-3,1,49,hortelanos,247,153,2,101,331,0,0,0,43,58,0,0,0,3,1,3,0
1492-3,1,50,hortelanos,248,157,2,100,305,0,0,0,43,74,0,0,0,3,1,11,0
1492-3,1,51,hortelanos,247,153,2,74,285,0,0,0,52,83,0,0,0,3,1,5,0
1492-3,1,52,hortelanos,247,153,2,91,262,0,0,0,52,83,0,1,0,3,1,9,0
1492-3,1,53,hortelanos,247,153,2,100,268,0,0,0,65,96,0,1,0,3,1,4,0
1492-3,1,54,hortelanos,256,157,2,104,287,0,0,0,79,117,0,2,0,3,1,4,0
1492-3,1,55,hortelanos,257,161,2,118,306,0,0,0,79,117,0,1,0,3,1,3,0
1492-3,1,56,hortelanos,257,163,2,106,315,0,0,0,79,120,0,0,0,3,1,9,0
1492-3,1,57,hortelanos,257,163,2,134,334,0,0,0,79,122,0,0,0,3,1,3,0
1492-3,1,58,hortelanos,257,163,2,121,354,0,0,0,79,122,0,0,0,3,1,4,0
1492-3,1,59,hortelanos,257,163,2,158,372,0,0,0,79,122,0,0,0,3,1,3,0
1492-3,1,60,hortelanos,257,163,2,90,353,0,0,0,79,122,0,0,0,3,1,5,0
1492-3,1,61,hortelanos,257,163,2,159,370,0,0,0,79,122,0,0,0,3,1,3,0
1492-3,1,62,hortelanos,300,189,3,121,389,0,0,0,79,122,0,0,0,4,1,4,0
1492-3,1,63,hortelanos,301,190,3,174,399,0,0,0,79,126,0,0,0,4,1,3,0
1492-3,1,64,hortelanos,301,191,3,129,410,0,0,0,79,126,0,0,0,4,1,4,0
1492-3,1,65,hortelanos,301,192,3,162,409,0,0,0,79,126,0,0,0,4,1,8,0
1492-3,1,66,hortelanos,301,193,3,140,408,0,0,0,79,126,0,0,0,4,1,8,0
1492-3,1,67,hortelanos,309,194,3,118,419,0,0,0,79,128,0,0,0,4,1,3,0
1492-3,1,68,hortelanos,310,195,3,155,423,0,0,0,79,128,0,0,0,4,1,3,0
1492-3,1,69,hortelanos,310,196,3,148,426,0,0,0,79,128,0,0,0,4,1,4,0
1492-3,1,70,hortelanos,310,197,3,190,416,0,0,0,79,128,0,0,0,4,1,8,0
